学段,学科,版本,册次,单元,文章
小学,四年级,美术,人美版（主编：杨力）,下册,画水果,画水果
小学,四年级,美术,人美版（主编：杨力）,下册,向日葵,向日葵
小学,四年级,美术,人美版（主编：杨力）,下册,摄影-精彩的瞬间,摄影-精彩的瞬间
小学,四年级,美术,人美版（主编：杨力）,下册,中国画——学画大熊猫,中国画——学画大熊猫
小学,四年级,美术,人美版（主编：杨力）,下册,我的老师,我的老师
小学,四年级,美术,人美版（主编：杨力）,下册,中国画——学画猫头鹰,中国画——学画猫头鹰
小学,四年级,美术,人美版（主编：杨力）,下册,走访民间艺人,走访民间艺人
小学,四年级,美术,人美版（主编：杨力）,下册,电脑美术-水墨画,电脑美术-水墨画
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第一单元 歌唱祖国,中华人民共和国国歌（欣赏）
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第一单元 歌唱祖国,歌唱祖国
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第一单元 歌唱祖国,中华人民共和国国歌（演唱）
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第一单元 歌唱祖国,采一束鲜花
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第二单元 家乡美,牧歌
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第二单元 家乡美,故乡是北京
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第二单元 家乡美,杨柳青
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第二单元 家乡美,大雁湖
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第三单元 快乐的校园,乒乓变奏曲
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第三单元 快乐的校园,打字机
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第三单元 快乐的校园,哦，十分钟
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第三单元 快乐的校园,大家来唱
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第三单元 快乐的校园,si音的吹奏（竖笛课）
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第四单元 甜梦,小夜曲
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第四单元 甜梦,梦幻曲
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第四单元 甜梦,愉快的梦（1）
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第四单元 甜梦,愉快的梦（2）
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第四单元 甜梦,月亮月光光
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第五单元 童心,节日舞
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第五单元 童心,童心是小鸟
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第五单元 童心,sol la的吹奏（竖笛课）
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第六单元 水上的歌,划龙船
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第六单元 水上的歌,水上音乐
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第六单元 水上的歌,小螺号
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第六单元 水上的歌,让我们荡起双桨
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第七单元 祝你快乐,生日快乐变奏曲
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第七单元 祝你快乐,祝你快乐
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第七单元 祝你快乐,幸福拍手歌
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第七单元 祝你快乐,小宝宝要睡觉（竖笛课）
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第八单元 龙里格龙,甘洒热血写春秋
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第八单元 龙里格龙,夜深沉
小学,四年级,音乐,人音版（简谱）（主编：吴斌）,上册,第八单元 龙里格龙,龙里格龙
小学,四年级,音乐,人音版（主编：敬谱）,下册,第1课,歌曲《小小少年》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第1课,欣赏《牧羊姑娘》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第1课,歌曲《我是少年阿凡提》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第1课,欣赏《羊肠小道》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第1课,我是少年阿凡提
小学,四年级,音乐,人音版（主编：敬谱）,下册,第1课,牧羊姑娘
小学,四年级,音乐,人音版（主编：敬谱）,下册,第2课,歌曲《摇篮曲》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第2课,欣赏《鳟鱼》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第2课,鳟鱼
小学,四年级,音乐,人音版（主编：敬谱）,下册,第2课,摇篮曲
小学,四年级,音乐,人音版（主编：敬谱）,下册,第3课,歌曲《真善美的小世界》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第3课,欣赏《那不勒斯舞曲》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第3课,歌曲《春天举行音乐会》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第3课,欣赏《小步舞曲》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第4课,歌曲《踏雪寻梅》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第4课,歌曲《小溪流水响叮咚》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第4课,欣赏《水乡船歌》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第4课,欣赏《凤凰展翅》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第5课,歌曲《小纸船的梦》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第5课,欣赏《马刀舞》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第5课,歌曲《老鼠和大象》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第5课,欣赏《乘着歌声的翅膀》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第6课,歌曲《木瓜恰恰恰》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第6课,歌曲《白桦林好地方》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第6课,欣赏《库斯克邮车》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第6课,欣赏《街头少年》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第7课,欣赏《彼得与狼》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第7课,歌曲《白鸽》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第7课,歌曲《拍手拍手》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第8课,欣赏《轻骑兵》序曲
小学,四年级,音乐,人音版（主编：敬谱）,下册,第8课,歌曲《阳光牵着我的手》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第8课,歌曲《种太阳》
小学,四年级,音乐,人音版（主编：敬谱）,下册,第8课,欣赏《天山之春》
小学,四年级,音乐,苏少版（简谱）,上册,第一单元 五彩民族风,听《花儿与少年》
小学,四年级,音乐,苏少版（简谱）,上册,第一单元 五彩民族风,唱《我的祖家是歌乡》
小学,四年级,音乐,苏少版（简谱）,上册,第一单元 五彩民族风,唱《跳柴歌》
小学,四年级,音乐,苏少版（简谱）,上册,第一单元 五彩民族风,听《月光下凤尾竹》
小学,四年级,音乐,苏少版（简谱）,上册,第二单元 丰收之歌,听《丰收歌》
小学,四年级,音乐,苏少版（简谱）,上册,第二单元 丰收之歌,唱《丰收之歌》
小学,四年级,音乐,苏少版（简谱）,上册,第二单元 丰收之歌,听《喜洋洋》
小学,四年级,音乐,苏少版（简谱）,上册,第二单元 丰收之歌,唱《打麦号子》
小学,四年级,音乐,苏少版（简谱）,上册,第三单元 雨中交响,听《落水天》
小学,四年级,音乐,苏少版（简谱）,上册,第三单元 雨中交响,唱《捉泥鳅》
小学,四年级,音乐,苏少版（简谱）,上册,第三单元 雨中交响,唱《水花花，泥巴巴》
小学,四年级,音乐,苏少版（简谱）,上册,第三单元 雨中交响,听《雷鸣电闪波尔卡》
小学,四年级,音乐,苏少版（简谱）,上册,第四单元 飞翔的翅膀,听《云雀》
小学,四年级,音乐,苏少版（简谱）,上册,第四单元 飞翔的翅膀,听《天鹅》
小学,四年级,音乐,苏少版（简谱）,上册,第四单元 飞翔的翅膀,唱《翅膀》
小学,四年级,音乐,苏少版（简谱）,上册,第四单元 飞翔的翅膀,唱《飞吧，飞吧》
小学,四年级,音乐,苏少版（简谱）,上册,第五单元 浪花里的歌,听《水草舞》
小学,四年级,音乐,苏少版（简谱）,上册,第五单元 浪花里的歌,唱《小事情》
小学,四年级,音乐,苏少版（简谱）,上册,第五单元 浪花里的歌,唱《水乡歌儿多》
小学,四年级,音乐,苏少版（简谱）,上册,第五单元 浪花里的歌,听《鳟鱼》
小学,四年级,音乐,苏少版（简谱）,上册,第六单元 山谷回响,听《朝景》
小学,四年级,音乐,苏少版（简谱）,上册,第六单元 山谷回响,唱《太阳出来喜洋洋》
小学,四年级,音乐,苏少版（简谱）,上册,第六单元 山谷回响,唱《亲爱的回声》
小学,四年级,音乐,苏少版（简谱）,上册,第六单元 山谷回响,听《火车向着韶山跑》
小学,四年级,音乐,苏少版（简谱）,上册,第七单元 难忘的歌,听、唱《中华人民共国国歌》
小学,四年级,音乐,苏少版（简谱）,上册,第七单元 难忘的歌,唱《红星歌》
小学,四年级,音乐,苏少版（简谱）,上册,第七单元 难忘的歌,听《弹起我心爱的土琵琶》
小学,四年级,音乐,苏少版（简谱）,上册,第七单元 难忘的歌,唱《送别》
小学,四年级,音乐,苏少版（简谱）,上册,第八单元 铃儿响叮当,听《乘雪橇》
小学,四年级,音乐,苏少版（简谱）,上册,第八单元 铃儿响叮当,听、唱《铃儿响叮当》
小学,四年级,音乐,苏少版（简谱）,上册,第八单元 铃儿响叮当,唱《踏雪寻梅》
小学,四年级,音乐,苏少版（简谱）,上册,第八单元 铃儿响叮当,听《冬天的故事》
小学,四年级,音乐,苏少版（简谱）,下册,第一单元 舞起来,听《 花之圆舞曲 》
小学,四年级,音乐,苏少版（简谱）,下册,第一单元 舞起来,唱《我的家在日客则》
小学,四年级,音乐,苏少版（简谱）,下册,第一单元 舞起来,唱《跳吧！跳吧！》
小学,四年级,音乐,苏少版（简谱）,下册,第一单元 舞起来,听《马刀舞》
小学,四年级,音乐,苏少版（简谱）,下册,第二单元 田野在召唤,听《春到沂河》
小学,四年级,音乐,苏少版（简谱）,下册,第二单元 田野在召唤,唱《我们的田野》听《美丽的村庄》
小学,四年级,音乐,苏少版（简谱）,下册,第二单元 田野在召唤,听《晓风之舞》
小学,四年级,音乐,苏少版（简谱）,下册,第二单元 田野在召唤,唱《五月的夜晚》
小学,四年级,音乐,苏少版（简谱）,下册,第三单元 四季放歌,听《战台风》
小学,四年级,音乐,苏少版（简谱）,下册,第三单元 四季放歌,唱《西风的话》
小学,四年级,音乐,苏少版（简谱）,下册,第三单元 四季放歌,唱《四季歌》
小学,四年级,音乐,苏少版（简谱）,下册,第三单元 四季放歌,听《新疆之春》
小学,四年级,音乐,苏少版（简谱）,下册,第四单元 甜甜江南,听《江南好》、《小巷风韵》
小学,四年级,音乐,苏少版（简谱）,下册,第四单元 甜甜江南,唱《忆江南》
小学,四年级,音乐,苏少版（简谱）,下册,第四单元 甜甜江南,唱《杨柳青》
小学,四年级,音乐,苏少版（简谱）,下册,第五单元 唱游森林,听《彼得与狼》
小学,四年级,音乐,苏少版（简谱）,下册,第五单元 唱游森林,听《森林水车》
小学,四年级,音乐,苏少版（简谱）,下册,第五单元 唱游森林,唱《春游》
小学,四年级,音乐,苏少版（简谱）,下册,第五单元 唱游森林,唱《绿叶》
小学,四年级,音乐,苏少版（简谱）,下册,第六单元 月亮的故事,听《月亮的故事》唱《月亮钩钩》
小学,四年级,音乐,苏少版（简谱）,下册,第六单元 月亮的故事,唱《好月亮，你走得这样静悄悄》
小学,四年级,音乐,苏少版（简谱）,下册,第六单元 月亮的故事,听《望月节》
小学,四年级,音乐,苏少版（简谱）,下册,第七单元 奇妙人声,听《野蜂飞舞》
小学,四年级,音乐,苏少版（简谱）,下册,第七单元 奇妙人声,唱《隆里格隆》
小学,四年级,音乐,苏少版（简谱）,下册,第七单元 奇妙人声,听《迎来春色换人间》
小学,四年级,音乐,苏少版（简谱）,下册,第七单元 奇妙人声,唱《春居》
小学,四年级,音乐,苏少版（简谱）,下册,第八单元 地球妈妈,听《森林与小鸟》
小学,四年级,音乐,苏少版（简谱）,下册,第八单元 地球妈妈,听《沉思》
小学,四年级,音乐,苏少版（简谱）,下册,第八单元 地球妈妈,唱《热爱地球妈妈》
小学,四年级,音乐,苏少版（简谱）,下册,第八单元 地球妈妈,唱《小鸟，请到这里来》
小学,四年级,道德与法治,统编版,上册,第一单元 与班级共同成长,我们班四岁了（第一课时）
小学,四年级,道德与法治,统编版,上册,第一单元 与班级共同成长,我们班四岁了（第二课时）
小学,四年级,道德与法治,统编版,上册,第一单元 与班级共同成长,我们的班规我们订（第一课时）
小学,四年级,道德与法治,统编版,上册,第一单元 与班级共同成长,我们的班规我们订（第二课时）
小学,四年级,道德与法治,统编版,上册,第一单元 与班级共同成长,我们的班规我们订（第三课时）
小学,四年级,道德与法治,统编版,上册,第一单元 与班级共同成长,我们班 他们班（第一课时）
小学,四年级,道德与法治,统编版,上册,第一单元 与班级共同成长,我们班 他们班（第二课时）
小学,四年级,道德与法治,统编版,上册,第一单元 与班级共同成长,我们班 他们班（第三课时）
小学,四年级,道德与法治,统编版,上册,第二单元 为父母分担,少让父母为我操心（第一课时）
小学,四年级,道德与法治,统编版,上册,第二单元 为父母分担,少让父母为我操心（第二课时）
小学,四年级,道德与法治,统编版,上册,第二单元 为父母分担,这些事我来做（第一课时）
小学,四年级,道德与法治,统编版,上册,第二单元 为父母分担,这些事我来做（第二课时）
小学,四年级,道德与法治,统编版,上册,第二单元 为父母分担,这些事我来（第三课时）
小学,四年级,道德与法治,统编版,上册,第二单元 为父母分担,我的家庭贡献与责任(第一课时）
小学,四年级,道德与法治,统编版,上册,第二单元 为父母分担,我的家庭贡献与责任(第二课时）
小学,四年级,道德与法治,统编版,上册,第三单元 信息万花筒,健康看电视（第一课时）
小学,四年级,道德与法治,统编版,上册,第三单元 信息万花筒,健康看电视（第二课时）
小学,四年级,道德与法治,统编版,上册,第三单元 信息万花筒,健康看电视（第三课时）
小学,四年级,道德与法治,统编版,上册,第三单元 信息万花筒,网络新世界（第一课时）
小学,四年级,道德与法治,统编版,上册,第三单元 信息万花筒,网络新世界（第二课时）
小学,四年级,道德与法治,统编版,上册,第三单元 信息万花筒,网络新世界（第三课时）
小学,四年级,道德与法治,统编版,上册,第三单元 信息万花筒,正确认识广告（第一课时）
小学,四年级,道德与法治,统编版,上册,第三单元 信息万花筒,正确认识广告（第二课时）
小学,四年级,道德与法治,统编版,上册,第三单元 信息万花筒,正确认识广告（第三课时）
小学,四年级,道德与法治,统编版,上册,第四单元 让生活多一些绿色,我们所了解的环境污染(第一课时)
